City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,Constitucion,-35.3333,-72.4167,65.44,48,0,11.03,CL,2021-02-20 21:44:41
272,Haines Junction,60.7522,-137.5108,-0.4,55,100,3.44,CA,2021-02-20 21:44:22
273,Mbouda,5.6258,10.2552,64.56,50,100,6.04,CM,2021-02-20 21:48:39
274,Sena Madureira,-9.0656,-68.6569,81.23,82,58,3.06,BR,2021-02-20 21:48:39
275,Ouadda,8.0777,22.4007,69.12,23,94,5.68,CF,2021-02-20 21:48:39
276,Pochutla,15.7432,-96.4661,88.0,48,1,9.22,MX,2021-02-20 21:44:41
277,Pangkalanbuun,-2.6833,111.6167,73.63,96,83,1.3,ID,2021-02-20 21:45:03
278,Kahuta,33.5913,73.3868,55.0,70,54,6.82,PK,2021-02-20 21:48:40
279,Cairns,-16.9167,145.7667,75.2,88,90,1.14,AU,2021-02-20 21:48:06
280,Soyo,-6.1349,12.3689,79.56,77,100,4.32,AO,2021-02-20 21:44:47
281,Abbeville,50.1,1.8333,55.0,74,88,15.14,FR,2021-02-20 21:46:49
282,Berdigestyakh,62.0989,126.6992,-23.51,84,100,2.35,RU,2021-02-20 21:48:40
283,San Cristobal,7.7669,-72.225,86.0,51,40,11.5,VE,2021-02-20 21:45:56
284,Plymouth,41.8334,-70.8328,33.8,74,90,4.61,US,2021-02-20 21:47:54
285,Nouadhibou,20.931,-17.0347,64.4,77,0,12.66,MR,2021-02-20 21:48:41
286,Clyde River,70.4692,-68.5914,-32.8,68,40,3.44,CA,2021-02-20 21:44:14
287,Luderitz,-26.6481,15.1594,64.87,64,1,25.72,NA,2021-02-20 21:45:22
288,East London,-33.0153,27.9116,71.31,75,91,5.84,ZA,2021-02-20 21:44:33
289,Dudinka,69.4058,86.1778,-36.76,76,51,0.98,RU,2021-02-20 21:45:32
290,Taltal,-25.4,-70.4833,70.16,61,22,4.7,CL,2021-02-20 21:46:08
291,Ahipara,-35.1667,173.1667,69.3,61,83,6.13,NZ,2021-02-20 21:48:42
292,Kargasok,59.0556,80.8572,-18.62,87,100,7.18,RU,2021-02-20 21:45:51
